threshold,f1,precision,recall,predicted_positives
0.001,0.0273972602739726,0.013888888888888888,1.0,216
0.002,0.03208556149732621,0.016304347826086956,1.0,184
0.003,0.039473684210526314,0.020134228187919462,1.0,149
0.004,0.04411764705882353,0.022556390977443608,1.0,133
0.005,0.05172413793103448,0.02654867256637168,1.0,113
0.006,0.0594059405940594,0.030612244897959183,1.0,98
0.007,0.045454545454545456,0.023529411764705882,0.6666666666666666,85
0.008,0.04819277108433735,0.025,0.6666666666666666,80
0.009000000000000001,0.05263157894736842,0.0273972602739726,0.6666666666666666,73
0.010000000000000002,0.0273972602739726,0.014285714285714285,0.3333333333333333,70
0.011,0.029411764705882353,0.015384615384615385,0.3333333333333333,65
0.012,0.029850746268656716,0.015625,0.3333333333333333,64
0.013000000000000001,0.03125,0.01639344262295082,0.3333333333333333,61
0.014000000000000002,0.03389830508474576,0.017857142857142856,0.3333333333333333,56
0.015,0.034482758620689655,0.01818181818181818,0.3333333333333333,55
0.016,0.03571428571428571,0.018867924528301886,0.3333333333333333,53
0.017,0.037037037037037035,0.0196078431372549,0.3333333333333333,51
0.018000000000000002,0.03773584905660377,0.02,0.3333333333333333,50
0.019000000000000003,0.0392156862745098,0.020833333333333332,0.3333333333333333,48
0.02,0.04,0.02127659574468085,0.3333333333333333,47
0.021,0.041666666666666664,0.022222222222222223,0.3333333333333333,45
0.022000000000000002,0.044444444444444446,0.023809523809523808,0.3333333333333333,42
0.023,0.05128205128205128,0.027777777777777776,0.3333333333333333,36
0.024,0.05263157894736842,0.02857142857142857,0.3333333333333333,35
0.025,0.05263157894736842,0.02857142857142857,0.3333333333333333,35
0.026000000000000002,0.05263157894736842,0.02857142857142857,0.3333333333333333,35
0.027000000000000003,0.05263157894736842,0.02857142857142857,0.3333333333333333,35
0.028,0.05405405405405406,0.029411764705882353,0.3333333333333333,34
0.029,0.05714285714285714,0.03125,0.3333333333333333,32
0.030000000000000002,0.06060606060606061,0.03333333333333333,0.3333333333333333,30
0.031,0.0625,0.034482758620689655,0.3333333333333333,29
0.032,0.0625,0.034482758620689655,0.3333333333333333,29
0.033,0.06451612903225806,0.03571428571428571,0.3333333333333333,28
0.034,0.06451612903225806,0.03571428571428571,0.3333333333333333,28
0.035,0.06451612903225806,0.03571428571428571,0.3333333333333333,28
0.036000000000000004,0.06451612903225806,0.03571428571428571,0.3333333333333333,28
0.037000000000000005,0.06896551724137931,0.038461538461538464,0.3333333333333333,26
0.038,0.07407407407407407,0.041666666666666664,0.3333333333333333,24
0.039,0.07692307692307693,0.043478260869565216,0.3333333333333333,23
0.04,0.07692307692307693,0.043478260869565216,0.3333333333333333,23
0.041,0.07692307692307693,0.043478260869565216,0.3333333333333333,23
0.042,0.08,0.045454545454545456,0.3333333333333333,22
0.043000000000000003,0.08,0.045454545454545456,0.3333333333333333,22
0.044000000000000004,0.08,0.045454545454545456,0.3333333333333333,22
0.045,0.08695652173913043,0.05,0.3333333333333333,20
0.046,0.08695652173913043,0.05,0.3333333333333333,20
0.047,0.08695652173913043,0.05,0.3333333333333333,20
0.048,0.09090909090909091,0.05263157894736842,0.3333333333333333,19
0.049,0.09523809523809523,0.05555555555555555,0.3333333333333333,18
0.05,0.09523809523809523,0.05555555555555555,0.3333333333333333,18
0.051000000000000004,0.09523809523809523,0.05555555555555555,0.3333333333333333,18
0.052000000000000005,0.09523809523809523,0.05555555555555555,0.3333333333333333,18
0.053000000000000005,0.1,0.058823529411764705,0.3333333333333333,17
0.054,0.10526315789473684,0.0625,0.3333333333333333,16
0.055,0.10526315789473684,0.0625,0.3333333333333333,16
0.056,0.10526315789473684,0.0625,0.3333333333333333,16
0.057,0.10526315789473684,0.0625,0.3333333333333333,16
0.058,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.059000000000000004,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.060000000000000005,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.061,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.062,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.063,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.064,0.1111111111111111,0.06666666666666667,0.3333333333333333,15
0.065,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.066,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.067,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.068,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.069,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.07,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.07100000000000001,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.07200000000000001,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.07300000000000001,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.074,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.075,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.076,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.077,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.078,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.079,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.08,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.081,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.082,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.083,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.084,0.11764705882352941,0.07142857142857142,0.3333333333333333,14
0.085,0.125,0.07692307692307693,0.3333333333333333,13
0.08600000000000001,0.125,0.07692307692307693,0.3333333333333333,13
0.08700000000000001,0.125,0.07692307692307693,0.3333333333333333,13
0.08800000000000001,0.13333333333333333,0.08333333333333333,0.3333333333333333,12
0.089,0.13333333333333333,0.08333333333333333,0.3333333333333333,12
0.09,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.091,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.092,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.093,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.094,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.095,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.096,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.097,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.098,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.099,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.1,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.101,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.10200000000000001,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.10300000000000001,0.14285714285714285,0.09090909090909091,0.3333333333333333,11
0.10400000000000001,0.15384615384615385,0.1,0.3333333333333333,10
0.10500000000000001,0.15384615384615385,0.1,0.3333333333333333,10
0.106,0.15384615384615385,0.1,0.3333333333333333,10
0.107,0.15384615384615385,0.1,0.3333333333333333,10
0.108,0.15384615384615385,0.1,0.3333333333333333,10
0.109,0.15384615384615385,0.1,0.3333333333333333,10
0.11,0.15384615384615385,0.1,0.3333333333333333,10
0.111,0.15384615384615385,0.1,0.3333333333333333,10
0.112,0.15384615384615385,0.1,0.3333333333333333,10
0.113,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.114,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.115,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.116,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.117,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.11800000000000001,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.11900000000000001,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.12000000000000001,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.121,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.122,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.123,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.124,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.125,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.126,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.127,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.128,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.129,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.13,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.131,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.132,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.133,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.134,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.135,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.136,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.137,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.138,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.139,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.14,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.14100000000000001,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.14200000000000002,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.14300000000000002,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.14400000000000002,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.14500000000000002,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.146,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.147,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.148,0.16666666666666666,0.1111111111111111,0.3333333333333333,9
0.149,0.0,0.0,0.0,8
0.15,0.0,0.0,0.0,8
0.151,0.0,0.0,0.0,8
0.152,0.0,0.0,0.0,8
0.153,0.0,0.0,0.0,8
0.154,0.0,0.0,0.0,8
0.155,0.0,0.0,0.0,8
0.156,0.0,0.0,0.0,8
0.157,0.0,0.0,0.0,8
0.158,0.0,0.0,0.0,8
0.159,0.0,0.0,0.0,8
0.16,0.0,0.0,0.0,8
0.161,0.0,0.0,0.0,8
0.162,0.0,0.0,0.0,8
0.163,0.0,0.0,0.0,8
0.164,0.0,0.0,0.0,7
0.165,0.0,0.0,0.0,7
0.166,0.0,0.0,0.0,7
0.167,0.0,0.0,0.0,7
0.168,0.0,0.0,0.0,7
0.169,0.0,0.0,0.0,7
0.17,0.0,0.0,0.0,7
0.171,0.0,0.0,0.0,7
0.17200000000000001,0.0,0.0,0.0,7
0.17300000000000001,0.0,0.0,0.0,7
0.17400000000000002,0.0,0.0,0.0,7
0.17500000000000002,0.0,0.0,0.0,7
0.17600000000000002,0.0,0.0,0.0,7
0.177,0.0,0.0,0.0,7
0.178,0.0,0.0,0.0,7
0.179,0.0,0.0,0.0,7
0.18,0.0,0.0,0.0,7
0.181,0.0,0.0,0.0,7
0.182,0.0,0.0,0.0,7
0.183,0.0,0.0,0.0,7
0.184,0.0,0.0,0.0,7
0.185,0.0,0.0,0.0,7
0.186,0.0,0.0,0.0,7
0.187,0.0,0.0,0.0,7
0.188,0.0,0.0,0.0,7
0.189,0.0,0.0,0.0,7
0.19,0.0,0.0,0.0,7
0.191,0.0,0.0,0.0,7
0.192,0.0,0.0,0.0,7
0.193,0.0,0.0,0.0,7
0.194,0.0,0.0,0.0,7
0.195,0.0,0.0,0.0,7
0.196,0.0,0.0,0.0,7
0.197,0.0,0.0,0.0,7
0.198,0.0,0.0,0.0,7
0.199,0.0,0.0,0.0,7
0.2,0.0,0.0,0.0,7
0.201,0.0,0.0,0.0,7
0.202,0.0,0.0,0.0,7
0.203,0.0,0.0,0.0,7
0.20400000000000001,0.0,0.0,0.0,7
0.20500000000000002,0.0,0.0,0.0,6
0.20600000000000002,0.0,0.0,0.0,6
0.20700000000000002,0.0,0.0,0.0,6
0.20800000000000002,0.0,0.0,0.0,6
0.20900000000000002,0.0,0.0,0.0,6
0.21,0.0,0.0,0.0,6
0.211,0.0,0.0,0.0,6
0.212,0.0,0.0,0.0,5
0.213,0.0,0.0,0.0,5
0.214,0.0,0.0,0.0,5
0.215,0.0,0.0,0.0,5
0.216,0.0,0.0,0.0,5
0.217,0.0,0.0,0.0,5
0.218,0.0,0.0,0.0,5
0.219,0.0,0.0,0.0,5
0.22,0.0,0.0,0.0,5
0.221,0.0,0.0,0.0,5
0.222,0.0,0.0,0.0,5
0.223,0.0,0.0,0.0,5
0.224,0.0,0.0,0.0,5
0.225,0.0,0.0,0.0,5
0.226,0.0,0.0,0.0,5
0.227,0.0,0.0,0.0,5
0.228,0.0,0.0,0.0,5
0.229,0.0,0.0,0.0,5
0.23,0.0,0.0,0.0,5
0.231,0.0,0.0,0.0,5
0.232,0.0,0.0,0.0,5
0.233,0.0,0.0,0.0,5
0.234,0.0,0.0,0.0,5
0.23500000000000001,0.0,0.0,0.0,5
0.23600000000000002,0.0,0.0,0.0,5
0.23700000000000002,0.0,0.0,0.0,5
0.23800000000000002,0.0,0.0,0.0,5
0.23900000000000002,0.0,0.0,0.0,5
0.24000000000000002,0.0,0.0,0.0,5
0.241,0.0,0.0,0.0,5
0.242,0.0,0.0,0.0,5
0.243,0.0,0.0,0.0,5
0.244,0.0,0.0,0.0,5
0.245,0.0,0.0,0.0,5
0.246,0.0,0.0,0.0,5
0.247,0.0,0.0,0.0,5
0.248,0.0,0.0,0.0,5
0.249,0.0,0.0,0.0,5
0.25,0.0,0.0,0.0,5
0.251,0.0,0.0,0.0,5
0.252,0.0,0.0,0.0,5
0.253,0.0,0.0,0.0,5
0.254,0.0,0.0,0.0,5
0.255,0.0,0.0,0.0,5
0.256,0.0,0.0,0.0,5
0.257,0.0,0.0,0.0,5
0.258,0.0,0.0,0.0,5
0.259,0.0,0.0,0.0,5
0.26,0.0,0.0,0.0,5
0.261,0.0,0.0,0.0,5
0.262,0.0,0.0,0.0,5
0.263,0.0,0.0,0.0,5
0.264,0.0,0.0,0.0,5
0.265,0.0,0.0,0.0,5
0.266,0.0,0.0,0.0,5
0.267,0.0,0.0,0.0,5
0.268,0.0,0.0,0.0,5
0.269,0.0,0.0,0.0,5
0.27,0.0,0.0,0.0,5
0.271,0.0,0.0,0.0,5
0.272,0.0,0.0,0.0,5
0.273,0.0,0.0,0.0,5
0.274,0.0,0.0,0.0,5
0.275,0.0,0.0,0.0,5
0.276,0.0,0.0,0.0,5
0.277,0.0,0.0,0.0,5
0.278,0.0,0.0,0.0,5
0.279,0.0,0.0,0.0,5
0.28,0.0,0.0,0.0,5
0.281,0.0,0.0,0.0,5
0.28200000000000003,0.0,0.0,0.0,5
0.28300000000000003,0.0,0.0,0.0,5
0.28400000000000003,0.0,0.0,0.0,5
0.28500000000000003,0.0,0.0,0.0,5
0.28600000000000003,0.0,0.0,0.0,5
0.28700000000000003,0.0,0.0,0.0,5
0.28800000000000003,0.0,0.0,0.0,5
0.28900000000000003,0.0,0.0,0.0,5
0.29,0.0,0.0,0.0,5
0.291,0.0,0.0,0.0,5
0.292,0.0,0.0,0.0,5
0.293,0.0,0.0,0.0,5
0.294,0.0,0.0,0.0,5
0.295,0.0,0.0,0.0,5
0.296,0.0,0.0,0.0,5
0.297,0.0,0.0,0.0,5
0.298,0.0,0.0,0.0,5
0.299,0.0,0.0,0.0,5
0.3,0.0,0.0,0.0,5
0.301,0.0,0.0,0.0,5
0.302,0.0,0.0,0.0,5
0.303,0.0,0.0,0.0,5
0.304,0.0,0.0,0.0,5
0.305,0.0,0.0,0.0,5
0.306,0.0,0.0,0.0,5
0.307,0.0,0.0,0.0,5
0.308,0.0,0.0,0.0,5
0.309,0.0,0.0,0.0,5
0.31,0.0,0.0,0.0,5
0.311,0.0,0.0,0.0,5
0.312,0.0,0.0,0.0,4
0.313,0.0,0.0,0.0,4
0.314,0.0,0.0,0.0,4
0.315,0.0,0.0,0.0,4
0.316,0.0,0.0,0.0,4
0.317,0.0,0.0,0.0,4
0.318,0.0,0.0,0.0,4
0.319,0.0,0.0,0.0,4
0.32,0.0,0.0,0.0,4
0.321,0.0,0.0,0.0,3
0.322,0.0,0.0,0.0,3
0.323,0.0,0.0,0.0,3
0.324,0.0,0.0,0.0,3
0.325,0.0,0.0,0.0,3
0.326,0.0,0.0,0.0,3
0.327,0.0,0.0,0.0,3
0.328,0.0,0.0,0.0,3
0.329,0.0,0.0,0.0,3
0.33,0.0,0.0,0.0,3
0.331,0.0,0.0,0.0,3
0.332,0.0,0.0,0.0,3
0.333,0.0,0.0,0.0,3
0.334,0.0,0.0,0.0,3
0.335,0.0,0.0,0.0,3
0.336,0.0,0.0,0.0,3
0.337,0.0,0.0,0.0,3
0.338,0.0,0.0,0.0,3
0.339,0.0,0.0,0.0,3
0.34,0.0,0.0,0.0,3
0.341,0.0,0.0,0.0,3
0.342,0.0,0.0,0.0,3
0.343,0.0,0.0,0.0,3
0.34400000000000003,0.0,0.0,0.0,3
0.34500000000000003,0.0,0.0,0.0,3
0.34600000000000003,0.0,0.0,0.0,3
0.34700000000000003,0.0,0.0,0.0,3
0.34800000000000003,0.0,0.0,0.0,3
0.34900000000000003,0.0,0.0,0.0,3
0.35000000000000003,0.0,0.0,0.0,3
0.35100000000000003,0.0,0.0,0.0,3
0.35200000000000004,0.0,0.0,0.0,3
0.353,0.0,0.0,0.0,3
0.354,0.0,0.0,0.0,3
0.355,0.0,0.0,0.0,3
0.356,0.0,0.0,0.0,3
0.357,0.0,0.0,0.0,3
0.358,0.0,0.0,0.0,3
0.359,0.0,0.0,0.0,3
0.36,0.0,0.0,0.0,3
0.361,0.0,0.0,0.0,3
0.362,0.0,0.0,0.0,3
0.363,0.0,0.0,0.0,3
0.364,0.0,0.0,0.0,3
0.365,0.0,0.0,0.0,3
0.366,0.0,0.0,0.0,3
0.367,0.0,0.0,0.0,3
0.368,0.0,0.0,0.0,3
0.369,0.0,0.0,0.0,3
0.37,0.0,0.0,0.0,3
0.371,0.0,0.0,0.0,3
0.372,0.0,0.0,0.0,3
0.373,0.0,0.0,0.0,3
0.374,0.0,0.0,0.0,3
0.375,0.0,0.0,0.0,3
0.376,0.0,0.0,0.0,3
0.377,0.0,0.0,0.0,3
0.378,0.0,0.0,0.0,3
0.379,0.0,0.0,0.0,3
0.38,0.0,0.0,0.0,3
0.381,0.0,0.0,0.0,3
0.382,0.0,0.0,0.0,3
0.383,0.0,0.0,0.0,3
0.384,0.0,0.0,0.0,3
0.385,0.0,0.0,0.0,3
0.386,0.0,0.0,0.0,3
0.387,0.0,0.0,0.0,3
0.388,0.0,0.0,0.0,3
0.389,0.0,0.0,0.0,3
0.39,0.0,0.0,0.0,3
0.391,0.0,0.0,0.0,3
0.392,0.0,0.0,0.0,3
0.393,0.0,0.0,0.0,3
0.394,0.0,0.0,0.0,3
0.395,0.0,0.0,0.0,3
0.396,0.0,0.0,0.0,3
0.397,0.0,0.0,0.0,3
0.398,0.0,0.0,0.0,3
0.399,0.0,0.0,0.0,3
0.4,0.0,0.0,0.0,3
0.401,0.0,0.0,0.0,3
0.402,0.0,0.0,0.0,3
0.403,0.0,0.0,0.0,3
0.404,0.0,0.0,0.0,3
0.405,0.0,0.0,0.0,3
0.406,0.0,0.0,0.0,3
0.40700000000000003,0.0,0.0,0.0,3
0.40800000000000003,0.0,0.0,0.0,3
0.40900000000000003,0.0,0.0,0.0,3
0.41000000000000003,0.0,0.0,0.0,3
0.41100000000000003,0.0,0.0,0.0,3
0.41200000000000003,0.0,0.0,0.0,3
0.41300000000000003,0.0,0.0,0.0,3
0.41400000000000003,0.0,0.0,0.0,3
0.41500000000000004,0.0,0.0,0.0,3
0.41600000000000004,0.0,0.0,0.0,3
0.41700000000000004,0.0,0.0,0.0,3
0.418,0.0,0.0,0.0,3
0.419,0.0,0.0,0.0,3
0.42,0.0,0.0,0.0,3
0.421,0.0,0.0,0.0,3
0.422,0.0,0.0,0.0,3
0.423,0.0,0.0,0.0,3
0.424,0.0,0.0,0.0,3
0.425,0.0,0.0,0.0,3
0.426,0.0,0.0,0.0,3
0.427,0.0,0.0,0.0,3
0.428,0.0,0.0,0.0,3
0.429,0.0,0.0,0.0,3
0.43,0.0,0.0,0.0,3
0.431,0.0,0.0,0.0,3
0.432,0.0,0.0,0.0,3
0.433,0.0,0.0,0.0,3
0.434,0.0,0.0,0.0,3
0.435,0.0,0.0,0.0,3
0.436,0.0,0.0,0.0,3
0.437,0.0,0.0,0.0,3
0.438,0.0,0.0,0.0,3
0.439,0.0,0.0,0.0,3
0.44,0.0,0.0,0.0,3
0.441,0.0,0.0,0.0,3
0.442,0.0,0.0,0.0,3
0.443,0.0,0.0,0.0,3
0.444,0.0,0.0,0.0,3
0.445,0.0,0.0,0.0,3
0.446,0.0,0.0,0.0,3
0.447,0.0,0.0,0.0,3
0.448,0.0,0.0,0.0,3
0.449,0.0,0.0,0.0,3
0.45,0.0,0.0,0.0,3
0.451,0.0,0.0,0.0,3
0.452,0.0,0.0,0.0,3
0.453,0.0,0.0,0.0,3
0.454,0.0,0.0,0.0,3
0.455,0.0,0.0,0.0,3
0.456,0.0,0.0,0.0,3
0.457,0.0,0.0,0.0,3
0.458,0.0,0.0,0.0,3
0.459,0.0,0.0,0.0,3
0.46,0.0,0.0,0.0,3
0.461,0.0,0.0,0.0,3
0.462,0.0,0.0,0.0,3
0.463,0.0,0.0,0.0,3
0.464,0.0,0.0,0.0,3
0.465,0.0,0.0,0.0,3
0.466,0.0,0.0,0.0,3
0.467,0.0,0.0,0.0,3
0.468,0.0,0.0,0.0,3
0.46900000000000003,0.0,0.0,0.0,3
0.47000000000000003,0.0,0.0,0.0,3
0.47100000000000003,0.0,0.0,0.0,3
0.47200000000000003,0.0,0.0,0.0,3
0.47300000000000003,0.0,0.0,0.0,3
0.47400000000000003,0.0,0.0,0.0,3
0.47500000000000003,0.0,0.0,0.0,3
0.47600000000000003,0.0,0.0,0.0,3
0.47700000000000004,0.0,0.0,0.0,3
0.47800000000000004,0.0,0.0,0.0,3
0.47900000000000004,0.0,0.0,0.0,3
0.48000000000000004,0.0,0.0,0.0,3
0.481,0.0,0.0,0.0,3
0.482,0.0,0.0,0.0,3
0.483,0.0,0.0,0.0,3
0.484,0.0,0.0,0.0,3
0.485,0.0,0.0,0.0,3
0.486,0.0,0.0,0.0,3
0.487,0.0,0.0,0.0,3
0.488,0.0,0.0,0.0,3
0.489,0.0,0.0,0.0,3
0.49,0.0,0.0,0.0,3
0.491,0.0,0.0,0.0,3
0.492,0.0,0.0,0.0,3
0.493,0.0,0.0,0.0,3
0.494,0.0,0.0,0.0,3
0.495,0.0,0.0,0.0,3
0.496,0.0,0.0,0.0,3
0.497,0.0,0.0,0.0,3
0.498,0.0,0.0,0.0,3
0.499,0.0,0.0,0.0,3
0.5,0.0,0.0,0.0,3
